Α.Φ.Μ.,Στοιχεία Οφειλέτη,Διεύθυνση Έδρας,"Τ.Κ., Περιοχή","Βασική οφειλή Δ.Ο.Υ.,Ελεγκτικά Κέντρα",Βασική οφειλή Τελωνείων,Συνεισπραττόμενα Δημοσίου,Σύνολο Δημοσίου,Βασική οφειλή e-Ε.Φ.Κ.Α.,Συνεισπραττόμενα e-Ε.Φ.Κ.Α.,Σύνολο e-Ε.Φ.Κ.Α.,Παρατηρήσεις
094473792,ΠΛΑΝΝΟΡ ΣΥΜΒΟΥΛΟΙ ΕΠΙΧΕΙΡΗΣΕΩΝ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,ΑΦΡΟΔΙΤΗΣ 53,17561 ΠΑΛΑΙΟ ΦΑΛΗΡΟ,"7.677.172,81",-,"5.100.751,12","12.777.923,93",-,-,-,.
094398820,OFFICENTER ΑΝΩΝΥΜΗ ΕΜΠΟΡΙΚΗ ΚΑΙ ΒΙΟΜΗΧΑΝΙΚΗ ΕΤΑΙΡΕΙΑ,ΠΛΑΤΕΙΑ ΘΕΑΤΡΟΥ 22,10553 ΑΘΗΝΑ,"4.675.919,85",-,"8.094.033,23","12.769.953,08",-,-,-,.
094394997,ΣΟΥΠΕΡΚΟΜΠΙΟΥΤΙΝΓΚ ΣΕΡΒΙΣΕΣ ΙΝΤΕΡΝΑΣΙΟΝΑΛ ΑΕ,Λ ΚΗΦΙΣΙΑΣ 62,15125 ΜΑΡΟΥΣΙ,"4.232.058,37",-,"8.530.556,26","12.762.614,63",-,-,-,.
094433862,SPECIAL CLEANING SERVICES ΑΝΩΝΥΜΗ ΕΜΠΟΡΙΚΗ ΚΑΙ ΤΕΧΝΙΚΗ ΕΤΑΙΡΙΑ ΠΑΡΟΧΗΣ ΥΠΗΡ ΚΑΘΑΡ ΣΥΝΤΗΡ ΚΑΙ ΔΙΑΧΕΙΡ,Λ ΚΗΦΙΣΙΑΣ 10    12,15125 ΜΑΡΟΥΣΙ,"9.052.963,53",-,"1.778.507,37","10.831.470,90","1.215.585,46","712.552,41","1.928.137,87",.
095190360,ΠΑΠΣΚΡΑΠ ΕΠΕ,ΘΡΑΣΥΒΟΥΛΟΥ 43,19300 ΑΣΠΡΟΠΥΡΓΟΣ,"8.134.007,34",-,"4.587.143,30","12.721.150,64",-,-,-,.
094340018,ΙΩΑΝΝΗΣ ΤΖΑΝΕΤΟΣ ΑΝΩΝΥΜΗ ΜΕΛΕΤΗΤΙΚΗ ΤΕΧΝΙΚΗ ΚΑΤΑΣΚΕΥΑΣΤΙΚΗ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΙΑ,ΓΑΙΔΟΥΡΟΣΤΑΘΜΟΣ 0,34600 Ν ΑΡΤΑΚΗ,"6.960.554,68",-,"3.912.159,07","10.872.713,75","705.390,89","1.126.790,19","1.832.181,08",.
999781654,ΑΝΩΝΥΜΟΣ ΒΙΟΜΗΧΑΝΙΚΗ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ ΜΕΤΑΛΛΟΥ ΟΙΚΟΔΟΜΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ,ΠΑΡΑΛΙΑ ΠΑΤΡΩΝ  ΘΕΣΗ ΠΑΝΑΓΙΤΣΑ 0,26500 ΠΑΤΡΑ,"7.360.141,83","15.564,35","5.081.494,14","12.457.200,32","168.251,36","75.473,16","243.724,52",.
093589569,ΝΙΚ ΣΚΙΝΔΗΛΙΑΣ ΣΙΑ ΕΕ,ΚΑΝΑΡΗ 40,18344 ΜΟΣΧΑΤΟ,"3.827.920,78",-,"7.685.375,82","11.513.296,60","412.212,32","770.412,06","1.182.624,38",.
094170025,Μ Α ΜΩΡΑΙΤΗΣ ΑΒΕΕ,ΕΠΙ ΤΗΣ ΜΕΓΑΛΟΥ ΑΛΕΞΑΝΔΡΟΥ ΟΠΙΣΘΕΝ ΤΗΣ ΕΝΩΣΕΩΣ ΑΓΡΟΤΙΚΩΝ ΣΥΝ 0,52200 ΑΡΓΟΣ ΟΡΕΣΤΙΚΟ,"6.831.310,84",-,"5.860.064,89","12.691.375,73",-,-,-,.
084049870,ΑΛΕΞΑΝΔΡΟΣ ΓΚΟΒΑΣ ΚΑΙ ΣΙΑ ΟΕ,ΚΙΜΩΝΟΣ 15,12135 ΠΕΡΙΣΤΕΡΙ,"4.795.822,42",-,"7.881.861,04","12.677.683,46",-,-,-,.
091944865,ΚΟΥΛΟΥΣΗΣ ΟΕ,2 ΧΛΜ ΠΤΟΛΕΜΑΙΔΑΣ ΚΟΖΑΝΗΣ 0,50200 ΠΤΟΛΕΜΑΙΔΑ,"4.247.591,87",-,"8.426.309,07","12.673.900,94",-,-,-,.
094277086,ΚΟΥΡΒΑ ΑΕΒΕ,ΘΡΑΚΔΩΝΩΝ ΑΜΑΛΙΑΔ 74,13671 ΑΧΑΡΝΕΣ,"5.061.983,41",-,"6.049.993,16","11.111.976,57","560.060,70","997.206,99","1.557.267,69",.
099521170,MEDIA PRINT  ΓΡΑΦΙΚΕΣ ΤΕΧΝΕΣ ΨΗΦΙΑΚΕΣ ΕΚΤΥΠΩΣΕΙΣ ΠΡΟΕΚΤΥΠΩΣΕΙΣ ΕΠΕ,ΑΡΧΙΜΗΔΟΥΣ 8,11635 ΑΘΗΝΑ,"5.705.880,06",-,"6.513.433,07","12.219.313,13","166.772,38","264.742,33","431.514,71",.
099359726,Φ ΠΑΠΑΝΔΡΕΟΥ  Χ ΡΑΥΤΟΠΟΥΛΟΥ ΑΒΕ ΕΠΙΠΛΩΝ ΦΩΤΙΣΤΙΚΩΝ ΕΙΔΩΝ ΟΙΚΙΑΚΗΣ ΧΡΗΣΗΣ ΚΑΙ ΟΙΚΟΔΟΜΙΚΗ ΕΤΑΙΡΙΑ,ΟΡΦΕΩΣ  ΠΑΡΟΔΟΣ 164,11855 ΑΘΗΝΑ,"4.450.998,16",-,"7.364.829,02","11.815.827,18","311.443,49","510.078,90","821.522,39",.
094360552,ΙΝΤΕΡΦΑΣΙΟΝ ΑΕ,ΡΟΔΟΥ 41,14452 ΜΕΤΑΜΟΡΦΩΣΗ,"6.096.970,42",-,"6.537.528,68","12.634.499,10",-,-,-,.
094019386,ΑΕΠΙ ΕΛΛΗΝΙΚΗ ΕΤΑΙΡΕΙΑ ΠΡΟΣ ΠΡΟΣΤΑΣΙΑΝ ΤΗΣ ΠΝΕΥΜΑΤΙΚΗΣ ΙΔΙΟΚΤΗΣΙΑΣ ΑΕ,ΣΑΜΟΥ 51,15125 ΜΑΡΟΥΣΙ,"6.374.041,69",-,"3.308.293,33","9.682.335,02","2.029.541,93","900.933,54","2.930.475,47",.
094095414,ΜΑΡΑΚ ΗΛΕΚΤΡΟΝΙΚΗ ΑΒΕΕ,Λ ΔΗΜΟΚΡΑΤΙΑΣ 455,18755 ΚΕΡΑΤΣΙΝΙ,"3.153.917,55",-,"3.881.051,81","7.034.969,36","2.878.149,44","2.698.454,57","5.576.604,01",.
094461013,ΣΤΑΝΚΟ ΑΒΕΕ ΠΟΡΤΕΣ ΝΤΟΥΛΑΠΙΑ ΕΠΙΠΛΑ ΚΟΥΖΙΝΑΣ,ΛΝΑΤΟ 0,19300 ΑΣΠΡΟΠΥΡΓΟΣ,"4.010.714,25",-,"8.020.822,22","12.031.536,47","217.970,28","359.185,33","577.155,61",.
094393800,STAR POWER OIL ΣΤΑΡ ΠΑΟΥΕΡ ΟΙΛ ΑΝΩΝ ΕΜΠΟΡ ΕΤΑΙΡ ΠΕΤΡ,ΘΗΡΑΣ 128,18541 ΠΕΙΡΑΙΑΣ,"1.677.503,84","2.610.327,06","8.301.278,33","12.589.109,23",-,-,-,.
094140788,ΚΕΡΑΜΟΥΡΓΙΚΗ ΧΑΛΚΙΔΑΣ ΑΒΕΕ,ΒΑΣΙΛΙΚΟ 0,34002 ΒΑΣΙΛΙΚΟ,"3.116.162,96",-,"6.138.094,82","9.254.257,78","1.239.322,02","2.058.655,91","3.297.977,93",.
999329254,ΑΛΕΞΑΝΔΡΟΣ ΣΥΜΕΩΝΙΔΗΣ ΚΑΙ ΣΙΑ ΟΕ,ΠΛΑΤΩΝΟΣ 24,17673 ΚΑΛΛΙΘΕΑ,"6.106.695,70",-,"6.440.090,75","12.546.786,45",-,-,-,.
081061317,ΑΦΟΙ ΑΛΑΦΟΓΙΑΝΝΗ ΑΝΩΝΥΜΗ ΕΜΠΟΡΙΚΗ ΚΑΙ ΒΙΟΜΗΧ ΕΤΑΙΡΙΑ  ΣΚΥΡΟΔΕΜΑΤΟΣ,23 ΧΛΜ Λ  ΜΑΡΑΘΩΝΟΣ 0,19009 ΡΑΦΗΝΑ,"3.738.910,87",-,"3.295.022,42","7.033.933,29","2.081.663,59","3.428.044,51","5.509.708,10",.
997277386,BORAX TRADING  LTD,ΧΙΟΥ 1,16342 ΗΛΙΟΥΠΟΛΗ,"8.872.853,88",-,"3.666.622,83","12.539.476,71",-,-,-,.
094231188,ΧΥΤΑΛ ΑΒΕΕ,ΜΥΚΗΝΩΝ 45,18454 ΝΙΚΑΙΑ,"5.551.257,31",-,"6.974.406,31","12.525.663,62",-,-,-,.
095446787,ΕΛΒΙΝΑ ΠΑΡΑΓΩΓΗ ΚΑΙ ΕΜΠΟΡΙΑ ΕΙΔΩΝ ΔΙΑΤΡΟΦΗΣ ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ,Ι ΠΑΠΑΓΙΑΝΝΗ 41,19200 ΕΛΕΥΣΙΝΑ,"6.239.898,71",-,"6.284.999,23","12.524.897,94",-,-,-,.
094530465,INTERNATIONAL CATERING AE ΤΡΟΦΙΜΩΝ ΚΑΙ ΠΟΤΩΝ,20 ΧΛΜ ΘΕΣΣΑΛΟΝΙΚΗΣ ΜΗΧΑΝΙΩΝΑΣ 0,57004 Ν ΜΗΧΑΝΙΩΝΑ,"4.709.553,45",-,"7.806.170,06","12.515.723,51",-,-,-,.
094493139,ΓΑΙΟΔΟΜΙΚΗ ΕΜΠΟΡΙΚΗ ΤΕΧΝΙΚΗ ΜΕΤΑΦΟΡΙΚΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,ΘΕΣΗ ΠΗΓΑΔΙ ΤΣΙΑ 0,19300 ΑΣΠΡΟΠΥΡΓΟΣ,"4.983.103,16","5.587,22","4.919.092,85","9.907.783,23","895.473,81","1.685.020,36","2.580.494,17",.
094320136,MICROMEDICA ΑΕ,ΑΚΡΟΠΟΛΕΩΣ 8,17234 ΔΑΦΝΗ,"4.127.607,66",-,"8.340.118,43","12.467.726,09",-,-,-,.
998305420,ΑΣΤΙΚΗ ΑΝΑΠΤΥΞΗ ΑΚΙΝΗΤΩΝ ΑΝΩΝΥΜΗ ΕΤΑΙΡΙΑ,ΒΑΚΧΟΥ 30,54629 ΘΕΣΣΑΛΟΝΙΚΗ,"7.497.385,50",-,"4.955.644,65","12.453.030,15",-,-,-,.
095754342,AGOULINO FACTORING ΕΠΕ,ΡΟΔΟΠΗΣ 66,18545 ΠΕΙΡΑΙΑΣ,"4.149.184,07",-,"8.292.117,50","12.441.301,57",-,-,-,.
094041461,ΔΙΑΤΕΧ ΔΙΑΦΗΜΙΣΤΙΚΗ ΤΕΧΝΙΚΗ ΑΝΩΝΥΜΗ ΒΙΟΤΕΧ ΕΜΠΟΡ ΕΤ,ΣΟΛΩΝΟΣ 99,10678 ΑΘΗΝΑ,"3.832.458,84",-,"7.700.527,25","11.532.986,09","308.192,51","582.855,96","891.048,47",.
099975941,SHOW CONTROL ΚΑΛΛΙΤΕΧΝΙΚΕΣ ΚΑΙ ΑΘΛΗΤΙΚΕΣ ΠΑΡΑΓΩΓΕΣ ΕΠΕ,ΑΘΑΝΑΣΙΑΣ 7,11635 ΑΘΗΝΑ,"7.095.451,31",-,"5.277.651,08","12.373.102,39",-,-,-,.
094066492,ΚΡΙΣ ΠΑΝ ΑΕ,ΠΑΝΑΙΤΩΛΙΟΥ 9,12132 ΠΕΡΙΣΤΕΡΙ,"2.139.977,44",-,"2.858.327,25","4.998.304,69","2.588.583,95","4.777.743,08","7.366.327,03",.
095221887,ΙΩΑΝΝΗΣ ΜΠΟΥΝΟΣ Ε.Π.Ε,ΑΡΓΟΣΤΟΛΙΟΥ 10,18648 ΔΡΑΠΕΤΣΩΝΑ,"5.849.995,53",-,"6.512.675,45","12.362.670,98",-,-,-,.
094085469,ΚΥΔΩΝ ΠΛΑΣΤ ΑΕ ATTCOTHEN,ΥΜΗΤΤΟΥ 123,11633 ΑΘΗΝΑ,"3.771.463,74",-,"7.562.494,32","11.333.958,06","353.253,95","673.835,62","1.027.089,57",.
095459341,ΜΕΡΓΟ ΕΙΣΑΓΩΓΙΚΗ ΕΠΕ,ΙΩΝΟΣ ΔΡΑΓΟΥΜΗ 0,11528 ΑΘΗΝΑ,"4.093.554,75",-,"8.258.701,18","12.352.255,93",-,-,-,.
095442309,ΑΡΓΥΡΗΣ ΙΩΑΝΝΗΣ ΕΠΕ,7 ΧΙΛ ΛΑΡΙΣΑΣ ΦΑΡΣΑΛΩΝ 0,41500 ΛΑΡΙΣΑ,"1.294.202,07","3.695.864,10","7.360.090,61","12.350.156,78",-,-,-,.
999676621,ΕΜΜ ΣΑΡΙΔΑΚΗΣ Κ ΣΙΑ ΟΕ,ΑΡΤΕΜΙΔΟΣ 7,71409 ΗΡΑΚΛΕΙΟ,"7.718.031,15",-,"4.631.974,71","12.350.005,86",-,-,-,.
996856964,YIFAN WAY EUROPA KORLATOLT FELELOSSEGU TARSASAG,ΑΝΑΞΑΓΟΡΑ 6-8,10010 ΑΘΗΝΑ,"9.588.539,32",-,"2.753.181,92","12.341.721,24",-,-,-,.
094051638,ΑΕΡΟΝΙΞ ΕΛΛΑΣ ΑΕ,ΒΙΠΕΘ ΣΙΝΔΟΥ 0,57400 ΣΙΝΔΟΣ,"4.110.973,01",-,"8.221.615,73","12.332.588,74",-,-,-,.
094144148,ΤΟΜΗ ΑΤΕΒΕ,ΔΗΜΟΚΡΑΤΙΑΣ 0,50100 ΚΟΖΑΝΗ,"4.090.242,01",-,"8.195.372,94","12.285.614,95",-,-,-,.
094139857,ΧΑΡΤΟΠΟΙΙΑ ΠΑΤΡΩΝ ΚΟΡΩΝΙΩΤΗ ΑΝΩΝΥΜΟΣ ΕΤΑΙΡΕΙΑ,ΑΝΔΡΕΟΥ ΜΕΤΑΞΑ 2,10681 ΑΘΗΝΑ,"4.097.530,41","458,69","2.430.410,04","6.528.399,14","2.120.894,08","3.630.329,48","5.751.223,56",.
099824978,ΒΕΚΚΑ ΒΙΟΜΗΧΑΝΙΑ ΑΛΛΑΝΤΙΚΩΝ ΑΝΩΝΥΜΟΣ ΕΤΑΙΡΕΙΑ,1 ΧΛΜ ΚΟΡΙΝΘΟΥ ΑΡΓΟΥΣ 0,20100 ΚΟΡΙΝΘΟΣ,"1.999.368,85",-,"3.497.808,70","5.497.177,55","2.343.536,17","4.427.830,55","6.771.366,72",.
094152449,ΠΡΟΣΥ ΑΕΒΕ,ΑΓ ΚΩΝΣΤΑΝΤΙΝΟΥ ΚΑΙ ΕΛΕΝΗΣ 15,13671 ΑΧΑΡΝΕΣ,"6.186.616,05",-,"6.075.542,74","12.262.158,79",-,-,-,.
095153665,ΕΝΩΣΗ ΑΘΗΝΩΝ ΜΕΤΑΦΟΡΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣΕΠΕ,Λ ΚΗΦΙΣΟΥ 91,12241 ΑΙΓΑΛΕΩ,"3.802.314,20",-,"6.395.166,69","10.197.480,89","749.180,52","1.315.357,50","2.064.538,02",.
800393247,GOLDEN HOME ΕΞΑΓΩΓΙΚΗ ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ,ΓΡΗΓΟΡΙΟΥ ΛΑΜΠΡΑΚΗ 93,18534 ΠΕΙΡΑΙΑΣ,"8.344.768,60",-,"3.734.474,97","12.079.243,57","156.684,40","8.714,35","165.398,75",.
998771640,ΟΝ TELECOMS ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΤΗΛΕΠΙΚΟΙΝΩΝΙΩΝ,ΕΘΝΙΚΗΣ ΑΝΤΙΣΤΑΣΕΩΣ 62Α,15231 ΧΑΛΑΝΔΡΙ,"4.992.965,70",-,"3.232.240,74","8.225.206,44","2.370.145,76","1.634.259,43","4.004.405,19",.
094487354,ΖΕΥΣ ΔΙΑΦΗΜΙΣΤΙΚΗ ΑΝΩΝΥΜΟΣ ΕΤΑΙΡΕΙΑ,ΤΣΙΜΙΣΚΗ 139,54621 ΘΕΣΣΑΛΟΝΙΚΗ,"4.568.147,09",-,"7.614.875,00","12.183.022,09",-,-,-,.
099029866,TELEPRIME ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΕΜΠΟΡΙΑ ΕΙΔΩΝ ΟΙΚΙΑΚΗΣ ΧΡΗΣΕΩΣ ΠΡΟΤΥΠΕΣ ΤΗΛΕΦΩΝΙΚΕΣ ΥΠΗΡΕΣΙΕΣ ΚΑΙ ΔΙΑΜΕΣΟ,ΑΣΚΛΗΠΙΟΥ 100 ΚΑΙ ΚΟΣΜΑ ΜΕΛΩΔΟΥ 2,11471 ΑΘΗΝΑ,"3.939.356,66",-,"6.059.710,76","9.999.067,42","927.305,80","1.254.486,48","2.181.792,28",.
999648357,ΠΕΤΡΟΣ Α ΧΑΤΖΗΠΑΝΤΑΖΗΣ ΕΜΠΟΡΙΑ ΚΡΕΑΤΩΝ ΜΟΝΟΠΡΟΣΩΠΗ ΕΤΑΙΡΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ,ΚΥΠΡΟΥ 7,62122 ΣΕΡΡΕΣ,"5.092.286,56",-,"7.080.054,65","12.172.341,21",-,-,-,.
094147010,ΣΠΥΡΟΣ ΘΕΟΦΑΝΙΔΗΣ ΑΕ,ΤΡΙΠΟΤΑΜΟΥ 11,56430 ΣΤΑΥΡΟΥΠΟΛΗ,"4.183.643,85",-,"7.961.299,84","12.144.943,69",-,-,-,.
095659050,EUROEXPO ΚΑΠΑ ΕΠΕ,ΓΚΙΝΟΣΑΤΗ 89,14451 ΜΕΤΑΜΟΡΦΩΣΗ,"7.190.233,79",-,"4.953.505,41","12.143.739,20",-,-,-,.
094439528,GIARY GROUP ΤΗΛΕΦΩΝΙΚΕΣΥΠΗΡΕΣΙΕΣ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,ΜΑΙΑΝΔΡΟΥ 19,11528 ΑΘΗΝΑ,"4.320.083,22",-,"5.696.386,96","10.016.470,18","828.963,05","1.292.789,57","2.121.752,62",.
095747511,GLOBAL LEISURE ΕΜΠΟΡ ΤΟΥΡ ΕΙΣΑΓ ΚΑΤΑΣΚ ΜΟΝΟΠΡΟΣΩΠΗ Ε,ΒΟΥΛΗΣ 15,10563 ΑΘΗΝΑ,"4.914.201,44",-,"7.222.547,19","12.136.748,63",-,-,-,.
094336816,ΠΛΗΡΟΦΟΡΙΚΗ ΜΗΧΑΝΩΡΓΑΝΩΣΗ ΑΝΩΝΥΜΟΣ ΕΤΑΙΡΕΙΑ,ΙΛΙΣΣΟΥ ΠΛΩΜΑΡΙΟΥ 223,18344 ΜΟΣΧΑΤΟ,"4.013.377,59",-,"8.122.538,37","12.135.915,96",-,-,-,.
095347484,ΝΕΑ ΕΠΙΣΚΕΥΑΣΤΙΚΗ ΕΠΕ,ΘΗΒΩΝ 222,18233 ΑΓ Ι ΡΕΝΤΗΣ,"6.659.235,16",-,"5.454.825,26","12.114.060,42",-,-,-,.
094449699,ΚΑΖΙΝΟ ΜΑΤΖΙΚ ΕΛΛΑΣ ΥΠΗΡΕΣΙΕΣ ΔΙΑΧΕΙΡΙΣΗΣ ΑΕ,Θ ΣΟΦΟΥΛΗ ΣΕΝΤΕΡ 57,54655 ΘΕΣΣΑΛΟΝΙΚΗ,"4.014.310,72",-,"8.087.255,01","12.101.565,73",-,-,-,.
094298149,ΕΜΠΟΡΙΚΗ ΑΕ ΗΧΗΤΙΚΑ ΚΑΙΤΗΛΕΟΠΤΙΚΑ ΣΥΣΤΗΜΑΤΑ,ΑΓΧΙΑΛΟΣ 0,57011 ΓΕΦΥΡΑ,"3.031.027,74",-,"9.066.621,32","12.097.649,06",-,-,-,.
095554370,ΣΕΙΡΙΟΣ ΕΠΙΚΟΙΝΩΝΙΕΣ ΜΟΝΟΠΡΟΣΩΠΗ ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ,ΣΩΤΗΡΟΣ ΔΙΟΣ 7,18535 ΠΕΙΡΑΙΑΣ,"5.467.741,82",-,"6.619.246,84","12.086.988,66",-,-,-,.
099325796,ΕΛΕΥΘΕΡΙΟΣ ΚΑΠΩΝΗΣ ΤΗΛΕΟΠΤΙΚΕΣ ΚΙΝΗΜΑΤΟΓΡΑΦΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ ΜΟΝΟΠΡΟΣΩΠΗ ΕΠΕ,ΚΑΡΝΕΑΔΟΥ 38,10676 ΑΘΗΝΑ,"7.031.273,61",-,"5.037.451,50","12.068.725,11",-,-,-,.
094022471,ΝΤΑΒΟΣ ΑΕ ΠΡΩΗΝ ΜΕΛΟ ΑΕ,Λ ΚΗΦΙΣΟΥ 130,12131 ΠΕΡΙΣΤΕΡΙ,"3.839.131,55",-,"7.757.992,87","11.597.124,42","162.010,09","304.957,25","466.967,34",.
093483738,Κ ΓΚΙΩΚΑΣ ΚΑΙ ΣΙΑ ΕΕ,ΓΡΗΓ ΣΤΕΦΑΝΟΥ 31,54352 ΘΕΣΣΑΛΟΝΙΚΗ,"5.549.165,87",-,"6.506.404,73","12.055.570,60",-,-,-,.
094404983,ΜΑΤΑΡΑΓΚΙΩΤΗΣ Α Β Ε Ε ΠΡΟΙΟΝΤΑ ΤΣΙΜΕΝΤΟΥ ΔΟΜΙΚΑ ΥΛΙΚΑ,2ΧΛΜ ΛΑΡ ΚΟΖΑΝΗΣ 0,41447 ΛΑΡΙΣΑ,"3.627.053,85",-,"5.162.678,17","8.789.732,02","1.279.769,59","1.964.250,96","3.244.020,55",.
997326637,F P GENERAL TRADING FOODS LTD,ΒΕΡΑΝΖΕΡΟΥ 1,10677 ΑΘΗΝΑ,"10.380.617,93",-,"1.633.741,19","12.014.359,12",-,-,-,.
099789542,ΕΝΕΡΓΟΠΟΛΙΣ ΑΝ ΕΜΠ ΕΤ ΦΩΤΟΓΡΑΦΙΚΩΝ  ΗΛΕΚΤΡΟΝΙΚΩΝ  ΚΑΙ  ΤΗΛΕΠΙΚΟΙΝΩΝΙΩΝ,ΓΟΥΝΑΡΗ 25,16562 ΓΛΥΦΑΔΑ,"8.177.478,21",-,"3.824.148,95","12.001.627,16",-,-,-,.
094475183,ΠΛΕΙΑΣ ΑΝ ΕΜΠ ΕΤ ΛΕΙΤΟΥΡΓΙΑΣ ΠΟΛΥΜΕΣΩΝ ΠΛΗΡΟΦΟΡΙΚΗΣ ΚΑΙ ΟΠΤΙΚΩΝ ΜΕΣΩΝ,ΚΑΠΟΔΙΣΤΡΙΟΥ 187,18345 ΜΟΣΧΑΤΟ,"3.995.608,68",-,"7.996.881,71","11.992.490,39",-,-,-,.
094197117,ΑΦΟΙ ΕΦΡΑΙΜΙΔΗ ΚΑΙ ΣΙΑ ΑΕΒΕ,ΒΙΠΕ ΦΛΩΡΙΝΑΣ 0,53100 ΦΛΩΡΙΝΑ,"3.990.667,84",-,"7.980.971,85","11.971.639,69",-,-,-,.
095492221,ΑΘΗΝΑ ΕΠΕ ΕΜΠΟΡΙΑΣ ΤΡΟΦΙΜΩΝ,ΣΠΟΡΑΔΩΝ 28,11361 ΑΘΗΝΑ,"4.578.275,34",-,"7.385.886,92","11.964.162,26",-,-,-,.
094254731,ΤΕΧΝΕΡΓΑ ΑΝΩΝΥΜΗ ΕΜΠΟΡΙΚΗ ΤΕΧΝΙΚΗ ΕΤΑΙΡΕΙΑ,ΚΑΣΤΑΜΟΝΗΣ 118,14234 Ν ΙΩΝΙΑ,"5.205.977,19",-,"5.521.452,84","10.727.430,03","825.746,81","410.717,89","1.236.464,70",.
094206630,ΗΛΙΑΣ ΑΘΑΝΑΣΟΠΟΥΛΟΣ ΑΕΒΕ ΑΡΓΥΡΑ ΕΙΔΗ,ΚΡΥΟΝΕΡΙ 253,14568 ΚΡΥΟΝΕΡΙ,"7.346.281,79",-,"3.748.748,89","11.095.030,68","290.884,55","550.413,25","841.297,80",.
094231047,ΣΤΑΝΤΑΡΝΤ ΜΠΕΤΟΝ ΑΝΩΝΥΜΗ ΒΙΟΜΗΧΑΝΙΚΗ ΚΑΙ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ,Ι  ΜΕΤΑΞΑ 15,16675 ΓΛΥΦΑΔΑ,"4.829.088,54",-,"6.592.505,33","11.421.593,87","175.549,83","334.061,21","509.611,04",.
094453154,ΓΑΙΑ ΦΡΟΣΤ ΑΕΒΕ,ΑΝΤ ΒΛΑΧΑΚΗ 17,54627 ΘΕΣΣΑΛΟΝΙΚΗ,"3.606.510,63",-,"7.212.328,95","10.818.839,58","388.129,91","717.760,51","1.105.890,42",.
099111769,FEROSTAL ΜΟΝΟΠΡΟΣΩΠΗ ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ,ΚΑΛΛΙΝΙΚΟΥ 2,11254 ΑΘΗΝΑ,"3.954.022,95",-,"7.964.495,88","11.918.518,83",-,-,-,.
094012350,ΓΕΩΒΙΟΛΟΓΙΚΗ ΑΕΜ,ΘΡΑΚΟΜΑΚΕΔΟΝΩΝ 200,13671 ΑΧΑΡΝΕΣ,"5.332.012,44",-,"4.940.420,72","10.272.433,16","584.167,89","1.054.153,64","1.638.321,53",.
094297602,ΑΡΕΧ ΣΥΣΤΗΜΑΤΑ ΥΨΗΛΗΣ ΤΕΧΝΟΛΟΓΙΑΣ ΑΒΕΕ,Κ ΒΟΓΑ 35  ΚΑΙ Κ ΓΕΩΡΓΑΚΗ 2,54643 ΘΕΣΣΑΛΟΝΙΚΗ,"7.547.093,42",-,"4.362.556,82","11.909.650,24",-,-,-,.
094449165,DEMO ΑΝΩΝΥΜΟΣ ΕΤΑΙΡΙΑ ΒΙΟΜΗΧΑΝΙΑ ΕΙΔΩΝ ΕΝΔΥΣΕΩΣ,ΑΙΣΩΠΟΥ 0,57009 ΚΑΛΟΧΩΡΙ,"3.918.730,69",-,"6.201.879,77","10.120.610,46","639.828,09","1.144.384,00","1.784.212,09",.
095380247,Α ΡΟΖΑΤΤΙ Α ΤΣΟΚΑΣ ΣΙΑ ΕΠΕ,ΕΛ ΒΕΝΙΖΕΛΟΥ 4,16674 ΓΛΥΦΑΔΑ,"3.954.763,43",-,"7.936.471,06","11.891.234,49",-,-,-,.
094437664,ΕΥΡΩΠΑΙΚΗ ΠΡΟΝΟΙΑ ΑΝΩΝ ΕΛΛΗΝ ΕΤΑΙΡ ΓΕΝΙΚΩΝ ΑΣΦΑΛΕΙΩΝ,ΠΑΠΑΣΤΡΑΤΟΥ 51-53,18545 ΠΕΙΡΑΙΑΣ,"5.154.045,20",-,"6.342.569,40","11.496.614,60","208.371,72","182.510,49","390.882,21",.
